Customer Id,Artist Name,Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Scheduled Date,Delivery Date,Customer Location,Cost
fffe3900300034003100,David Goldman,0.05,30.0,7.0,255757.0,Marble,758.46,81.98,No,No,No,Roadways,No,Working Class,Yes,01/14/16,01/12/16,"Lake Jennifer, AZ 09489",1672.75
fffe3500330037003200,Christal Belcher,0.22,8.0,4.0,91.0,Aluminium,3.18,10.85,Yes,No,No,Waterways,No,Working Class,Yes,02/18/16,02/21/16,"Lake Tyrone, TX 77839",108.52
fffe3300320033003300,Amy Powless,0.5,11.0,7.0,51594.0,,53.85,95.27,Yes,Yes,Yes,Airways,No,Wealthy,Yes,09/15/18,09/15/18,"Bradyhaven, DE 05840",2004.0
fffe3600300035003800,Stephen Barnette,0.21,13.0,6.0,,Wood,6.19,24.15,No,No,No,,No,Working Class,No,12/24/15,12/25/15,"Gutierrezmouth, TX 23480",162.37
fffe3400380037003000,Barry Newman,,28.0,14.0,1027336.0,Stone,1719.55,77.68,No,Yes,No,Airways,No,Wealthy,No,08/03/18,08/01/18,APO AE 18674,17169.22
fffe3500340038003200,Shannon Morgan,0.29,19.0,8.0,,Brass,19.13,15.14,No,No,No,Roadways,No,Working Class,Yes,05/13/19,05/14/19,"Joyceside, CA 25459",202.15
fffe3900300034003000,Jessie Grow,0.16,41.0,16.0,2823.0,Aluminium,5.05,16.64,No,No,Yes,Waterways,No,Working Class,No,10/21/16,10/18/16,"Port Meredith, DE 49937",190.46
fffe3300320030003900,Kristal Ingle,,9.0,5.0,161.0,,5.35,20.95,Yes,Yes,No,Airways,No,Working Class,No,09/22/17,09/23/17,"Roblesstad, VA 44911",251.03
fffe3100370033003400,Darius Pastel,0.53,,6.0,6144.0,Brass,24.76,67.36,Yes,No,Yes,,No,Working Class,,05/31/16,06/02/16,"Anthonystad, MI 03948",773.93
fffe3800390030003000,Brian Walter,0.01,13.0,6.0,1913.0,Bronze,5.9,20.78,No,No,No,Roadways,No,Working Class,No,01/25/18,01/28/18,FPO AP 58660,136.65
fffe3700350039003900,William Sullivan,0.68,34.0,25.0,7472933.0,Stone,37696.04,70.43,No,No,No,Airways,No,Wealthy,No,09/21/15,09/20/15,"Bonniestad, NC 79503",184247.28
fffe3400370031003800,Cecily Hayden,0.85,36.0,,19543.0,Bronze,31.32,85.92,No,No,No,,No,Working Class,No,05/07/16,05/07/16,"Travisstad, MS 33756",2847.12
fffe3200360034003400,Justin Clemens,0.19,24.0,12.0,21122.0,Brass,97.98,80.05,Yes,Yes,No,Airways,No,Working Class,,02/19/19,02/19/19,"Courtneyborough, KS 97287",958.73
fffe370031003200,Dennis Taylor,0.34,,20.0,,Stone,2555.78,48.36,No,No,No,Roadways,No,Working Class,No,06/03/17,06/03/17,"New Anthonyview, AR 02598",11690.72
fffe3900330039003500,Patricia Johnson,0.08,19.0,16.0,8192.0,Bronze,23.84,33.46,No,No,Yes,Airways,No,Wealthy,No,04/09/18,04/09/18,"West Ryan, NV 64326",309.44
fffe320030003700,Teresa Fuentes,0.68,23.0,21.0,36002.0,Bronze,72.87,99.47,No,Yes,No,,No,Working Class,No,11/12/18,11/10/18,"East John, OK 37023",4193.39
fffe3400360033003500,Velma Simpson,0.64,26.0,6.0,1430.0,Clay,8.69,22.07,Yes,Yes,No,Airways,Yes,Wealthy,No,01/21/17,01/21/17,"Kathyfort, WI 53297",860.64
fffe3900360038003500,Mary Porter,0.47,15.0,8.0,239.0,Aluminium,4.85,20.82,Yes,No,Yes,Waterways,No,Working Class,Yes,01/04/17,01/04/17,"New Heathermouth, DE 78737",271.46
fffe3400360031003100,Sarita Martinez,0.12,7.0,5.0,,Bronze,6.39,22.09,No,No,Yes,Roadways,No,Wealthy,No,04/25/19,04/27/19,FPO AA 97099,182.29
fffe3100300033003200,Gayle Mendoza,0.68,,,16283.0,Bronze,94.84,40.19,No,No,No,,No,Working Class,No,12/26/17,12/24/17,"Paulmouth, WI 74250",6103.28
fffe380039003900,Caitlyn Rossbach,0.01,23.0,11.0,575.0,Wood,3.39,24.05,No,No,No,Airways,No,Wealthy,No,12/27/17,12/27/17,"Rubioport, ME 15855",143.23
fffe3700390035003000,Freda Geffre,0.24,4.0,4.0,234.0,Brass,4.49,12.6,No,Yes,Yes,Roadways,No,Working Class,No,12/12/17,12/08/17,"New Timothy, MS 79535",172.37
fffe3300350030003700,Danny Remick,0.3,,10.0,288400.0,Stone,1242.04,99.16,No,No,No,,No,Working Class,No,10/23/15,10/24/15,FPO AA 77343,2772.61
fffe3800370035003500,Allen Crowson,0.96,12.0,7.0,30870.0,Marble,308.33,44.56,No,No,Yes,Waterways,No,Working Class,Yes,07/15/16,07/15/16,"West Ariel, TN 92729",3408.5
fffe3700300035003200,Emma Morehead,0.26,20.0,10.0,958.0,Aluminium,3.75,22.36,No,No,No,Roadways,No,Working Class,No,08/17/19,08/17/19,DPO AP 01759,178.24
fffe3300390036003700,Teresa Martell,0.29,26.0,12.0,629.0,Aluminium,5.59,11.15,Yes,No,Yes,Waterways,No,Working Class,,03/23/18,03/27/18,"Sandersland, CO 04964",151.88
fffe3200340033003800,Philip Holcomb,0.57,4.0,4.0,13.0,Wood,6.58,14.92,No,No,No,,No,Working Class,No,03/06/17,03/09/17,"North Anna, FL 12076",174.75
fffe3300330031003800,Susan Altic,0.61,17.0,10.0,995.0,Aluminium,5.9,23.21,Yes,No,No,Airways,No,Working Class,,10/29/17,10/29/17,"Ericport, MT 87418",396.88
fffe3500390033003500,Jane White,0.75,30.0,12.0,3155.0,Clay,7.75,21.02,Yes,No,No,Waterways,Yes,Working Class,No,09/12/16,09/08/16,"East Richardville, MS 61686",899.66
fffe3200360034003900,Diane Gilbert,0.2,3.0,2.0,,,4.69,18.32,No,No,No,Waterways,No,Working Class,No,08/20/19,08/17/19,"West Danielle, MT 73180",128.34
fffe3800330039003800,Lisa Peoples,0.65,40.0,26.0,18169592.0,Stone,162583.13,77.98,Yes,Yes,No,Airways,No,Working Class,No,05/17/19,05/17/19,"Port Nicoleside, IN 12930",842297.67
fffe3400330032003400,Emma Hicks,0.31,,4.0,237.0,Bronze,3.52,24.94,No,Yes,No,Airways,No,Working Class,No,02/13/16,02/16/16,"Port Michaelshire, MO 08636",180.14
fffe340038003700,John Lynch,0.46,13.0,6.0,300.0,Aluminium,5.21,22.16,No,Yes,Yes,,No,Wealthy,,03/02/17,02/26/17,"North Shawnhaven, OR 02560",341.44
fffe3400300036003600,Julie Ochs,,22.0,8.0,1843.0,Clay,3.56,14.35,No,No,No,,Yes,Working Class,No,09/25/15,09/24/15,"Cassandrastad, AK 38471",180.03
fffe3300320035003400,Aline Hilliard,0.12,32.0,,28817.0,Bronze,71.9,58.97,No,No,Yes,Roadways,No,Working Class,No,12/16/17,12/12/17,"South Michaelmouth, NH 45515",617.43
fffe330033003600,Alice Smith,0.64,10.0,4.0,,Bronze,5.32,14.3,No,No,Yes,,No,Working Class,No,08/10/15,08/08/15,"New David, UT 21518",272.57
fffe3500390032003600,Shane Schmitt,0.43,29.0,13.0,1455.0,,6.89,20.55,No,No,No,Airways,No,Working Class,No,04/06/16,04/02/16,FPO AP 51351,305.19
fffe3500350033003900,Daniel Flynn,0.36,21.0,10.0,,Wood,5.87,19.52,Yes,Yes,Yes,,No,Working Class,,12/24/16,12/20/16,"South Nancyshire, MI 56905",300.57
fffe320033003600,Bridget Johnson,0.49,29.0,8.0,7991.0,Bronze,18.89,54.2,No,Yes,No,Airways,No,Working Class,Yes,11/18/17,11/16/17,"Port James, ME 59217",753.74
fffe3900380034003800,Richard Jones,0.37,20.0,16.0,680.0,Wood,6.06,20.7,No,Yes,No,Roadways,No,Wealthy,No,05/15/17,05/14/17,"Cruzport, ND 89377",265.89
fffe3300360033003400,Don Campbell,0.33,18.0,,7082.0,Brass,21.01,32.12,No,No,No,,No,Working Class,No,07/18/19,07/16/19,"Port Benjamin, DE 47140",324.37
fffe3800340034003100,John Whittington,0.03,19.0,6.0,916.0,Clay,3.02,11.85,No,No,No,Roadways,Yes,Working Class,No,03/31/15,03/28/15,"Whiteside, NH 79225",121.36
fffe3900320037003700,Jerry Tillery,0.26,13.0,8.0,71725.0,Stone,158.91,51.46,No,No,No,Waterways,No,Working Class,Yes,11/24/17,11/26/17,"West Bradleyland, KS 75842",549.49
fffe3300320033003000,Roger Hammer,0.24,10.0,,295.0,Clay,5.86,10.19,No,No,No,Roadways,Yes,Working Class,No,07/26/17,07/26/17,"South Patriciafurt, ND 13359",123.65
fffe3800340033003400,John Lieu,0.21,10.0,5.0,54.0,Wood,5.32,23.75,Yes,No,No,Waterways,No,Working Class,No,11/29/18,11/26/18,"Joanstad, PA 04184",176.23
fffe3600370036003900,Lisa Roberts,0.11,15.0,7.0,5263.0,Brass,5.07,57.29,No,No,No,Waterways,No,Working Class,No,03/17/16,03/17/16,"Lawrenceview, WV 32097",301.55
fffe3100340037003200,Debra Nokes,0.64,6.0,5.0,148.0,Aluminium,4.29,12.71,No,No,Yes,Roadways,No,Working Class,,12/25/17,12/24/17,FPO AA 01476,191.09
fffe3300370039003900,Matthew Morrill,0.11,18.0,6.0,79769.0,Stone,91.87,57.85,No,No,No,Roadways,No,Working Class,,04/12/15,04/15/15,"Lake Bradley, DC 51197",623.86
fffe3900300033003000,Mark Parris,0.89,36.0,25.0,102707.0,Brass,105.91,49.88,No,Yes,No,Airways,No,Wealthy,No,08/10/15,08/12/15,APO AA 15602,5475.06
fffe3600390035003200,Charles Garner,0.91,11.0,8.0,1054.0,Clay,7.82,23.68,No,No,Yes,Roadways,Yes,Wealthy,No,02/27/18,02/27/18,"Danaland, SC 74102",1177.01
fffe3400380037003400,Wanda Warren,0.58,29.0,20.0,1210684.0,Marble,9703.37,35.42,No,Yes,Yes,Roadways,No,Working Class,No,02/22/16,02/24/16,"South Kevin, VT 84493",627732.45
fffe3900340038003600,Alfred Mills,0.66,30.0,13.0,433.0,Wood,3.29,23.31,No,Yes,No,Airways,No,Wealthy,No,04/13/18,04/13/18,FPO AP 67003,508.83
fffe3500310039003300,Ruth Esquerra,0.31,42.0,17.0,3628805.0,Marble,9308.65,61.24,No,No,No,Roadways,Yes,Working Class,No,02/08/16,02/07/16,"South Michaelberg, IA 93927",70599.93
fffe360030003900,David Brown,,4.0,4.0,,Bronze,6.75,10.79,No,Yes,Yes,,No,Wealthy,Yes,11/17/18,11/21/18,"Elizabethside, WA 59924",156.94
fffe3800350032003200,Rose Harris,0.47,20.0,7.0,649.0,Aluminium,6.69,13.2,Yes,No,No,Roadways,No,Working Class,No,03/04/17,03/08/17,"Joeport, LA 21821",216.36
fffe3700330037003000,Thomas Cox,0.37,5.0,3.0,204.0,Brass,3.84,19.15,Yes,No,No,Airways,No,Working Class,Yes,02/23/15,02/19/15,DPO AA 63881,226.39
fffe3500300035003500,Duane Dutton,0.27,33.0,17.0,12511.0,Bronze,11.65,44.63,No,Yes,No,,No,Wealthy,No,07/14/19,07/17/19,"Douglasfurt, MD 25954",415.92
fffe3800340037003200,Margaret Brumley,0.43,12.0,6.0,420.0,Clay,5.54,21.69,No,Yes,Yes,Airways,Yes,Working Class,No,02/16/17,02/17/17,"Thomasmouth, AL 40975",257.88
fffe3900350034003100,Marcus Burrell,0.15,22.0,7.0,687.0,Aluminium,5.38,17.88,Yes,Yes,No,Airways,No,Working Class,Yes,05/03/16,04/30/16,"North Tyler, MA 22860",189.97
fffe3300320033003900,Maryann Nix,0.54,7.0,5.0,,Marble,7.4,14.17,No,No,No,Roadways,No,Working Class,No,07/28/17,07/30/17,"Christineville, SC 22367",280.82
fffe3500360030003300,Eric Caruso,0.01,24.0,,506206.0,Marble,330.3,62.54,No,No,No,,No,Working Class,No,09/02/16,08/31/16,FPO AE 25808,716.13
fffe3700320037003500,Trina Burke,0.42,29.0,17.0,1612572.0,Marble,3635.58,83.87,No,No,No,Roadways,No,Working Class,No,07/03/17,07/06/17,"West Nancy, MS 58913",9613.39
fffe3700390039003100,Erwin Spears,0.71,38.0,12.0,73978.0,Brass,627.32,27.15,No,Yes,No,Airways,No,Wealthy,No,02/16/15,02/14/15,"Port Marcusland, AZ 32582",20352.09
fffe3700310037003200,Irene Riggs,0.38,12.0,6.0,45723.0,Stone,160.25,98.81,No,Yes,Yes,Airways,No,Working Class,No,06/20/18,06/19/18,APO AA 83165,1183.37
fffe3500360031003300,Maria Tingle,0.28,,,67268.0,Brass,376.7,99.29,No,No,No,Waterways,No,Working Class,No,06/28/18,06/28/18,"Vegamouth, NE 36766",1238.03
fffe3400300034003200,Patricia Rodibaugh,0.98,18.0,9.0,2201.0,Clay,5.26,16.56,No,No,Yes,Roadways,Yes,Wealthy,Yes,07/19/16,07/21/16,"Bankstown, AK 27053",895.17
fffe3100300032003500,Juan Thomas,0.45,26.0,9.0,1129.0,Aluminium,3.33,20.39,Yes,Yes,No,Airways,No,Wealthy,Yes,08/06/18,08/04/18,"North Grace, VA 74277",352.44
fffe3500310036003100,Gaylene Ruddell,0.89,20.0,6.0,1136.0,Clay,5.19,13.91,No,Yes,Yes,Roadways,Yes,Working Class,No,01/20/16,01/23/16,"Huntland, FL 70067",621.41
fffe3400300038003800,Nina Essex,0.39,36.0,10.0,1596.0,Clay,3.72,17.09,No,No,No,Roadways,Yes,Working Class,No,10/26/15,10/23/15,"West Natasha, WV 44475",253.87
fffe3800320031003000,Terrence Heller,0.89,29.0,9.0,373961.0,Marble,1282.84,36.11,No,No,Yes,Roadways,No,Working Class,No,04/29/17,05/02/17,"Johnsonhaven, KY 36201",4403.08
fffe3900320030003700,Alexandra Woolsey,0.29,10.0,4.0,6711.0,Marble,29.8,95.45,Yes,No,No,Waterways,No,Working Class,No,07/03/15,07/01/15,"North Paula, MS 12888",632.27
fffe3800370032003400,Phillip Hartis,0.29,46.0,14.0,1173.0,Aluminium,4.07,12.34,Yes,No,No,Airways,No,Working Class,No,01/11/15,01/11/15,"New Debbieville, NJ 55450",169.31
fffe320032003700,John Hobbins,0.27,29.0,6.0,2193.0,Clay,7.01,21.92,No,No,No,Roadways,Yes,Working Class,No,07/02/18,07/06/18,"East Tammy, CO 05654",210.36
fffe3600370030003000,Tara Slostad,0.21,27.0,13.0,41192.0,Brass,74.91,96.95,No,No,No,Roadways,No,Wealthy,Yes,11/21/16,11/17/16,"West Trevormouth, NM 77685",1155.78
fffe3800380031003700,Kenneth Shuman,0.42,10.0,4.0,79.0,Wood,3.64,16.57,Yes,Yes,Yes,Airways,No,Wealthy,No,04/18/19,04/20/19,"Guzmanstad, CA 25131",190.06
fffe3400350031003400,Susan Dancy,0.37,10.0,4.0,657.0,Brass,6.86,12.16,No,No,Yes,,No,Working Class,,01/12/17,01/13/17,"Anthonyton, MI 82237",188.24
fffe3500310034003400,Patricia Garvin,0.8,22.0,6.0,76992.0,Marble,613.8,77.21,Yes,Yes,No,Airways,No,Working Class,No,01/02/15,01/03/15,"Lake Ronnie, MN 51021",19111.03
fffe3500300037003500,Suzanne Love,0.03,35.0,20.0,,,13.46,13.49,Yes,No,No,,No,Working Class,,08/15/16,08/15/16,"East Lisa, MS 11976",146.25
fffe3700300038003100,Catherine Smith,0.25,16.0,6.0,532.0,Aluminium,4.57,20.42,Yes,No,No,Airways,No,Working Class,No,05/02/19,04/30/19,"Port Jaime, NJ 71856",189.6
fffe3800390039003900,Carmen Batista,0.34,37.0,10.0,2924.0,Clay,6.8,22.98,No,No,Yes,Waterways,Yes,Working Class,No,07/06/19,07/05/19,"Tracyshire, NV 21295",333.01
fffe3300360038003600,Rhonda Gagnon,0.83,13.0,8.0,1160.0,,6.34,10.69,No,No,No,Roadways,Yes,Working Class,No,01/09/17,01/06/17,"West Kimberly, NC 13714",450.46
fffe3900340031003600,Walter Rose,0.36,3.0,2.0,32.0,Bronze,6.13,11.74,Yes,No,No,Waterways,No,Working Class,No,01/04/18,01/03/18,"Lake Zacharyland, NC 98561",156.78
fffe3300380032003300,Saul Harris,0.0,38.0,9.0,2169.0,Aluminium,5.31,20.45,Yes,Yes,No,,No,Wealthy,,02/13/19,02/09/19,"Lake Michael, KY 07807",198.9
fffe3800320035003500,James Cannon,0.16,4.0,3.0,370.0,Marble,3.02,11.92,Yes,Yes,No,Airways,No,Working Class,No,12/08/17,12/08/17,"West Anthony, IA 05511",183.01
fffe3700340031003600,Aimee Kimes,0.64,16.0,6.0,22767.0,Stone,47.3,50.89,No,No,No,Roadways,No,Working Class,No,07/04/16,07/04/16,"Davistown, SD 13300",951.44
fffe3300300035003600,Richard Webb,0.88,26.0,10.0,237.0,,6.13,11.51,No,Yes,Yes,,No,Working Class,No,07/15/19,07/19/19,"Jamesport, NE 91595",639.14
fffe3900370038003300,Lawrence Thomas,0.94,23.0,9.0,904.0,Aluminium,5.07,17.85,Yes,No,No,Airways,No,Wealthy,No,03/20/15,03/19/15,"Stricklandberg, MN 07852",849.23
fffe3500360031003500,Anne Kelton,0.12,31.0,12.0,682450.0,Marble,621.03,78.97,No,No,Yes,,No,Working Class,No,04/11/18,04/10/18,"Mollyside, GA 95334",2728.49
fffe3700360039003800,William Keach,0.64,20.0,12.0,1485.0,Clay,10.15,16.85,No,No,No,Roadways,Yes,Working Class,No,06/05/19,06/04/19,"New Mariatown, ND 19171",339.42
fffe3700340039003800,Jeffrey Connors,0.7,10.0,4.0,10608.0,Stone,66.19,40.13,No,No,No,Roadways,No,Working Class,Yes,05/31/18,06/03/18,"Fergusonstad, IN 33723",1430.3
fffe3200340037003600,Rita Sarro,0.39,11.0,8.0,320.0,Aluminium,6.65,16.93,No,Yes,Yes,Airways,No,Wealthy,No,05/04/19,05/02/19,"Port Phillip, NM 99507",252.25
fffe3500340037003500,Kathy Turner,0.24,43.0,8.0,456964.0,,804.58,25.23,Yes,No,No,,No,Working Class,Yes,06/08/15,06/08/15,DPO AP 06299,3638.97
fffe3700330030003000,Albert Veazey,0.84,25.0,10.0,1071.0,Aluminium,11.48,22.39,No,No,Yes,Roadways,No,Working Class,No,06/06/19,06/04/19,DPO AP 90343,725.3
fffe3100310037003000,Rose Richardson,,36.0,,4849709.0,Marble,9212.61,33.14,Yes,Yes,Yes,,Yes,Working Class,No,11/02/15,11/06/15,"New Aliciaside, IA 52724",189813.09
fffe3400310034003500,Craig Brown,0.1,11.0,7.0,291.0,,6.7,12.48,No,No,No,Roadways,No,Working Class,No,12/03/15,12/05/15,"Michaelview, WA 90214",105.77
fffe3600300032003500,Paul Edward,0.28,4.0,4.0,40.0,Clay,5.27,22.62,No,No,No,Roadways,Yes,Working Class,Yes,09/24/17,09/24/17,"Whitneybury, SC 96868",176.66
fffe3300330034003900,William Krick,0.37,29.0,15.0,23679.0,Bronze,9.34,96.52,No,No,Yes,Waterways,No,Working Class,No,08/18/15,08/20/15,"Michaelville, MD 06036",954.13
fffe3300300035003500,Jorge Newkirk,0.89,36.0,14.0,948.0,Wood,4.75,19.0,No,No,No,Roadways,No,Working Class,No,06/12/15,06/12/15,"Gamblebury, HI 10235",786.54
fffe3600360035003200,Louise Boucher,0.09,6.0,5.0,7399.0,Stone,5.35,57.8,No,No,No,Airways,No,Working Class,Yes,08/14/17,08/12/17,"Lake Michael, SC 10663",390.78
fffe3100350039003600,John Muncie,0.76,21.0,7.0,4604.0,,8.66,23.89,No,No,No,,No,Working Class,No,09/29/15,09/28/15,"Gregoryfort, NV 52629",939.29
fffe3300370034003000,Edward Cox,0.88,12.0,7.0,3664.0,Brass,21.51,16.95,No,No,No,Waterways,No,Working Class,No,01/13/19,01/15/19,"Ruthstad, OR 82705",399.47
fffe330030003700,Robert Wall,0.09,10.0,4.0,59.0,Wood,5.3,15.74,Yes,Yes,No,,No,Working Class,No,04/11/15,04/11/15,"Rodriguezside, DE 64300",123.68
fffe3400310035003900,Jeanmarie Clark,,10.0,5.0,22100.0,Stone,75.16,25.81,Yes,No,Yes,,No,Working Class,No,01/30/15,01/28/15,FPO AE 92143,1206.57
fffe3300320039003700,Barbara Thomas,0.36,54.0,14.0,19089.0,Clay,34.11,55.08,Yes,No,No,,Yes,Working Class,,07/07/19,07/07/19,"East Judith, PA 73487",769.26
fffe3500330039003100,Robert Williams,0.8,14.0,7.0,33889.0,Marble,118.27,66.28,No,No,No,Roadways,No,Working Class,,08/14/15,08/14/15,"Atkinsonport, KS 08689",1309.78
fffe3900300038003700,Kathleen Roberts,0.25,12.0,8.0,414.0,Aluminium,4.04,18.8,No,No,Yes,Roadways,No,Wealthy,No,07/01/18,07/05/18,"New Lisa, AL 34600",167.4
fffe3300390038003100,Steve Wright,0.55,9.0,5.0,9022.0,Marble,29.47,66.33,No,Yes,No,Roadways,No,Wealthy,No,10/29/15,10/28/15,"East Reginald, AK 69041",740.14
fffe3200350039003900,Christiane Deberry,0.36,32.0,13.0,4405.0,,19.89,16.25,Yes,Yes,Yes,Airways,Yes,Working Class,No,06/08/19,06/08/19,"West Mathew, CO 17840",430.0
fffe3400330038003400,Arthur Quinn,0.33,13.0,,21147.0,Marble,65.71,27.74,No,Yes,Yes,Airways,No,Working Class,No,07/17/15,07/19/15,"Rodgersfurt, MT 41865",637.47
fffe3300350039003700,Sarah Mckie,0.57,25.0,16.0,44696.0,Brass,49.48,25.05,No,No,No,Roadways,No,Working Class,No,03/06/17,03/09/17,APO AA 09823,772.6
fffe3400380036003400,Florence Keller,0.63,48.0,16.0,,Aluminium,15.51,71.25,No,Yes,No,Airways,No,Working Class,No,03/04/17,03/01/17,"South Billytown, DC 44180",1691.43
fffe3400300035003400,Nellie Sutton,0.99,4.0,3.0,49.0,Brass,5.95,24.24,Yes,No,No,,No,Working Class,Yes,02/11/19,02/09/19,"Jessicashire, IL 37389",476.41
fffe3200320032003400,Randy Simon,0.05,47.0,,4153015.0,Marble,3569.27,58.73,No,No,Yes,Roadways,Yes,Wealthy,No,09/28/18,09/28/18,DPO AE 64909,9587.51
fffe3900360034003700,Alex Miller,0.53,16.0,7.0,203.0,Wood,4.37,18.47,No,Yes,No,Airways,No,Wealthy,No,09/20/15,09/18/15,"Port Yolandaland, NJ 83539",267.55
fffe3300340036003700,Kelly Cody,,20.0,,214259.0,Stone,390.36,53.59,Yes,No,Yes,Waterways,No,Working Class,No,09/15/18,09/15/18,DPO AA 36841,913.07
fffe3500370038003500,Carla Kelm,0.53,12.0,6.0,321.0,,6.91,11.58,No,No,Yes,,No,Working Class,No,03/12/16,03/10/16,"Padillamouth, IA 04804",233.39
fffe3200350034003200,Bobby Morales,0.69,7.0,5.0,219.0,Clay,6.24,11.89,Yes,No,Yes,Waterways,Yes,Wealthy,No,10/30/15,10/26/15,FPO AA 97839,362.44
fffe3800330037003300,Dorothy Lucey,0.46,12.0,6.0,529.0,Clay,6.25,11.41,Yes,Yes,Yes,Airways,Yes,Wealthy,Yes,06/05/18,06/05/18,"Flowersbury, WI 61202",302.4
fffe3400300030003700,Carmen Mcnabb,0.34,15.0,7.0,,Bronze,14.97,13.28,No,Yes,No,Airways,No,Wealthy,No,06/03/15,06/03/15,"New Gary, DE 01164",233.92
fffe330034003400,Carmen Webb,0.01,,3.0,505.0,Marble,4.28,12.03,No,No,No,,No,Working Class,,06/26/18,06/29/18,"North Amanda, NV 27173",144.15
fffe3400360037003700,Melissa Emerson,0.19,16.0,6.0,,Wood,3.26,22.55,Yes,No,Yes,Waterways,No,Working Class,No,04/17/15,04/18/15,"Jodytown, CT 91442",164.44
fffe3300300036003300,Emma Rogers,0.4,26.0,17.0,5941.0,Clay,4.03,77.32,No,Yes,No,,Yes,Working Class,No,03/10/18,03/10/18,"Chentown, MN 16644",799.22
fffe3900360030003500,Amy Trejo,0.54,40.0,17.0,87060.0,Brass,368.3,29.75,No,No,Yes,Roadways,No,Wealthy,No,12/07/15,12/08/15,"Ayalaland, IN 33792",2498.31
fffe3500350038003700,Joseph Keith,0.56,,7.0,673.0,Clay,4.27,15.01,No,No,No,Roadways,Yes,Working Class,Yes,09/25/15,09/22/15,FPO AA 67998,264.13
fffe3800370039003800,Janice Petter,0.17,13.0,7.0,285.0,Clay,6.96,17.34,Yes,Yes,No,Airways,Yes,Working Class,No,10/01/16,09/27/16,"Carrview, DC 53044",192.38
fffe3900390030003200,Shawn Kessler,0.0,20.0,11.0,435856.0,Stone,881.93,26.69,Yes,Yes,No,Airways,No,Working Class,No,03/25/15,03/21/15,"Brittanyton, TN 80954",2672.25
fffe3700350031003000,Eloise Burris,0.61,8.0,5.0,677.0,Brass,5.18,20.68,Yes,No,No,Waterways,No,Working Class,No,01/04/18,01/05/18,"Newmanville, NY 95231",276.96
fffe3800300037003900,Sarah Flaherty,0.58,29.0,8.0,3048.0,Clay,10.55,14.48,Yes,No,Yes,Waterways,Yes,Working Class,No,10/24/17,10/21/17,"Weaverton, WV 28099",374.81
fffe3100360036003300,Flora Pace,0.16,,16.0,938854.0,Stone,3816.71,81.25,Yes,Yes,Yes,Airways,No,Working Class,No,04/22/17,04/21/17,"Wrightside, SC 18719",12329.01
fffe3800320037003100,Mary Gerow,0.73,10.0,4.0,106.0,Clay,4.71,16.46,Yes,No,No,Waterways,Yes,Working Class,No,10/23/15,10/26/15,FPO AE 83811,242.33
fffe3300320032003100,Lynne Allen,0.39,38.0,22.0,1004.0,Wood,5.57,22.88,No,No,Yes,Roadways,No,Working Class,No,05/31/19,06/01/19,"Port Lisastad, GA 84071",316.45
fffe3200350036003400,Deborah Rich,0.45,15.0,6.0,44766.0,Marble,157.19,69.88,No,Yes,Yes,Airways,No,Working Class,No,09/19/16,09/19/16,"Keithfort, SD 02073",1014.62
fffe3100350035003800,Jeremy Griffin,,26.0,,13330.0,Brass,48.22,79.12,Yes,No,No,Waterways,No,Working Class,No,05/01/16,04/29/16,"East Tracy, MO 46070",1392.34
fffe3400380030003300,Luciano Gard,,21.0,8.0,177.0,Wood,4.05,24.09,Yes,No,No,,No,Working Class,No,02/28/15,02/25/15,"New Marcusshire, ID 09174",180.93
fffe390033003200,Wayne Kinlaw,0.9,33.0,,1234634.0,Marble,8088.05,63.38,No,Yes,Yes,,No,Wealthy,No,08/25/15,08/23/15,"East Melissabury, VA 36628",2006562.84
fffe360038003700,Rosemary Whitt,,35.0,10.0,411694.0,Marble,1288.15,96.08,No,Yes,No,Airways,No,Working Class,Yes,06/15/19,06/19/19,"Mitchellhaven, AL 25792",2038.3
fffe3500390032003100,Connie Davis,0.36,32.0,11.0,1972298.0,Stone,4331.51,25.04,No,No,Yes,,No,Working Class,Yes,12/26/16,12/22/16,FPO AP 10819,20453.61
fffe3400310036003900,Sara Gillman,0.84,21.0,7.0,505.0,Aluminium,4.96,17.24,No,Yes,Yes,,No,Wealthy,,10/01/16,09/30/16,"Jeremymouth, AZ 31782",592.04
fffe3900360031003100,Herman Taylor,0.75,11.0,7.0,319.0,Aluminium,3.1,16.54,Yes,No,Yes,Waterways,No,Wealthy,Yes,01/24/15,01/22/15,"Lake Michelleview, HI 39423",374.19
fffe3300300039003200,Kevin Matley,0.48,,12.0,872.0,,3.09,19.01,Yes,Yes,No,,No,Wealthy,No,03/05/19,03/01/19,FPO AA 75627,366.67
fffe3800350031003100,Charles Saldana,0.5,26.0,7.0,6831.0,Bronze,11.16,77.01,No,No,No,Airways,No,Working Class,Yes,10/04/15,09/30/15,"West Michael, SC 89854",971.27
fffe3100380036003200,Charles Howarter,0.38,17.0,6.0,278.0,Aluminium,3.59,13.45,No,Yes,No,,No,Working Class,Yes,09/02/17,09/04/17,"South Cynthia, SC 88214",156.75
fffe390037003100,Paul Block,0.98,17.0,7.0,343.0,Aluminium,6.81,10.13,Yes,No,No,Waterways,No,Working Class,No,01/11/17,01/13/17,"Georgeton, TX 45883",587.66
